FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
19161,Sac County,Iowa,"12,324","11,531","10,350","9,719",-6.10%,-18.64%,-26.80%
19163,Scott County,Iowa,"150,973","158,705","165,223","173,283",4.90%,8.41%,12.87%
19165,Shelby County,Iowa,"13,230","13,064","12,169","11,578",-4.90%,-12.83%,-14.27%
19167,Sioux County,Iowa,"29,903","31,596","33,704","34,909",3.60%,9.49%,14.34%
19169,Story County,Iowa,"74,252","79,988","89,542","98,105",9.60%,18.47%,24.31%
19171,Tama County,Iowa,"17,419","18,099","17,767","16,904",-4.90%,-7.07%,-3.05%
19173,Taylor County,Iowa,"7,114","6,958","6,317","6,191",-2.00%,-12.39%,-14.91%
19175,Union County,Iowa,"12,750","12,312","12,534","12,359",-1.40%,0.38%,-3.16%
19177,Van Buren County,Iowa,"7,676","7,800","7,571","7,020",-7.30%,-11.11%,-9.34%
19179,Wapello County,Iowa,"35,696","36,067","35,624","35,205",-1.20%,-2.45%,-1.39%
19181,Warren County,Iowa,"36,033","40,672","46,228","51,056",10.40%,20.34%,29.42%
19183,Washington County,Iowa,"19,612","20,679","21,704","22,141",2.00%,6.60%,11.42%
19185,Wayne County,Iowa,"7,067","6,732","6,403","6,401",0.00%,-5.17%,-10.40%
19187,Webster County,Iowa,"40,342","40,230","38,013","36,277",-4.60%,-10.90%,-11.21%
19189,Winnebago County,Iowa,"12,122","11,717","10,874","10,518",-3.30%,-11.40%,-15.25%
19191,Winneshiek County,Iowa,"20,847","21,291","21,058","20,029",-4.90%,-6.30%,-4.08%
19193,Woodbury County,Iowa,"98,276","103,876","102,175","102,539",0.40%,-1.30%,4.16%
19195,Worth County,Iowa,"7,991","7,904","7,591","7,453",-1.80%,-6.05%,-7.22%
19197,Wright County,Iowa,"14,269","14,337","13,229","12,690",-4.10%,-12.98%,-12.44%
18001,Adams County,Indiana,"31,095","33,605","34,387","35,636",3.60%,5.70%,12.74%
18003,Allen County,Indiana,"300,836","331,859","355,335","375,351",5.60%,11.59%,19.85%
18005,Bartholomew County,Indiana,"63,657","71,467","76,786","82,753",7.80%,13.64%,23.08%
18007,Benton County,Indiana,"9,441","9,427","8,836","8,653",-2.10%,-8.94%,-9.11%
18009,Blackford County,Indiana,"14,067","14,042","12,766","11,930",-6.50%,-17.70%,-17.91%
18011,Boone County,Indiana,"38,147","46,145","56,638","66,999",18.30%,31.13%,43.06%
18013,Brown County,Indiana,"14,080","14,953","15,245","15,234",-0.10%,1.84%,7.58%
18015,Carroll County,Indiana,"18,809","20,168","20,155","20,127",-0.10%,-0.20%,6.55%
18017,Cass County,Indiana,"38,413","40,924","38,966","37,955",-2.60%,-7.82%,-1.21%
18019,Clark County,Indiana,"87,774","96,446","110,228","117,360",6.50%,17.82%,25.21%
18021,Clay County,Indiana,"24,705","26,567","26,884","26,170",-2.70%,-1.52%,5.60%
18023,Clinton County,Indiana,"30,974","33,879","33,219","32,250",-2.90%,-5.05%,3.96%
18025,Crawford County,Indiana,"9,914","10,743","10,713","10,558",-1.40%,-1.75%,6.10%
18027,Daviess County,Indiana,"27,533","29,815","31,654","33,147",4.70%,10.05%,16.94%
18029,Dearborn County,Indiana,"38,835","46,163","50,033","49,568",-0.90%,6.87%,21.65%
18031,Decatur County,Indiana,"23,645","24,559","25,739","26,794",4.10%,8.34%,11.75%
18033,DeKalb County,Indiana,"35,324","40,303","42,229","43,226",2.40%,6.76%,18.28%
18035,Delaware County,Indiana,"119,659","118,769","117,664","114,772",-2.50%,-3.48%,-4.26%
18037,Dubois County,Indiana,"36,616","39,868","41,888","42,565",1.60%,6.34%,13.98%
18039,Elkhart County,Indiana,"156,198","182,793","197,559","205,560",4.00%,11.08%,24.01%
18041,Fayette County,Indiana,"26,015","25,591","24,301","23,047",-5.20%,-11.04%,-12.88%
18043,Floyd County,Indiana,"64,404","70,815","74,579","77,781",4.30%,8.96%,17.20%
18045,Fountain County,Indiana,"17,808","17,962","17,240","16,351",-5.20%,-9.85%,-8.91%
18047,Franklin County,Indiana,"19,580","22,187","23,096","22,736",-1.60%,2.41%,13.88%
18049,Fulton County,Indiana,"18,840","20,502","20,853","20,092",-3.60%,-2.04%,6.23%
18051,Gibson County,Indiana,"31,913","32,473","33,503","33,452",-0.20%,2.93%,4.60%
18053,Grant County,Indiana,"74,169","73,410","70,063","65,936",-5.90%,-11.34%,-12.49%
18055,Greene County,Indiana,"30,410","33,152","33,172","32,006",-3.50%,-3.58%,4.99%
18057,Hamilton County,Indiana,"108,936","182,763","274,569","330,086",20.20%,44.63%,67.00%
18059,Hancock County,Indiana,"45,527","55,439","70,043","76,351",9.00%,27.39%,40.37%
18061,Harrison County,Indiana,"29,890","34,354","39,363","40,350",2.50%,14.86%,25.92%
18063,Hendricks County,Indiana,"75,717","104,051","145,414","167,009",14.90%,37.70%,54.66%
18065,Henry County,Indiana,"48,139","48,511","49,466","48,271",-2.40%,-0.50%,0.27%
18067,Howard County,Indiana,"80,827","84,961","82,752","82,366",-0.50%,-3.15%,1.87%
18069,Huntington County,Indiana,"35,427","38,078","37,123","36,240",-2.40%,-5.07%,2.24%
18071,Jackson County,Indiana,"37,730","41,397","42,376","44,111",4.10%,6.15%,14.47%
18073,Jasper County,Indiana,"24,823","30,192","33,481","33,370",-0.30%,9.52%,25.61%
18075,Jay County,Indiana,"21,512","21,815","21,253","20,764",-2.30%,-5.06%,-3.60%
18077,Jefferson County,Indiana,"29,797","31,712","32,404","32,208",-0.60%,1.54%,7.49%
18079,Jennings County,Indiana,"23,661","27,561","28,529","27,611",-3.20%,0.18%,14.31%
18081,Johnson County,Indiana,"88,109","115,181","139,857","156,225",11.70%,26.27%,43.60%
18083,Knox County,Indiana,"39,884","39,263","38,440","36,895",-4.00%,-6.42%,-8.10%
18085,Kosciusko County,Indiana,"65,294","74,053","77,354","79,344",2.60%,6.67%,17.71%
18087,LaGrange County,Indiana,"29,477","34,789","37,130","39,330",5.90%,11.55%,25.05%
18089,Lake County,Indiana,"475,594","484,582","496,095","484,411",-2.40%,-0.04%,1.82%
18091,LaPorte County,Indiana,"107,066","110,099","111,463","110,007",-1.30%,-0.08%,2.67%
18093,Lawrence County,Indiana,"42,836","45,912","46,129","45,668",-1.00%,-0.53%,6.20%
18095,Madison County,Indiana,"130,669","133,322","131,639","129,641",-1.50%,-2.84%,-0.79%
18097,Marion County,Indiana,"797,159","860,440","903,389","954,670",5.70%,9.87%,16.50%
18099,Marshall County,Indiana,"42,182","45,126","47,050","46,248",-1.70%,2.43%,8.79%
18101,Martin County,Indiana,"10,369","10,367","10,380","10,217",-1.60%,-1.47%,-1.49%
18103,Miami County,Indiana,"36,897","36,085","36,905","35,567",-3.60%,-1.46%,-3.74%
18105,Monroe County,Indiana,"108,978","120,561","137,959","146,917",6.50%,17.94%,25.82%
18107,Montgomery County,Indiana,"34,436","37,629","38,121","38,346",0.60%,1.87%,10.20%
18109,Morgan County,Indiana,"55,920","66,705","68,943","70,116",1.70%,4.86%,20.25%
18111,Newton County,Indiana,"13,551","14,538","14,239","14,011",-1.60%,-3.76%,3.28%
18113,Noble County,Indiana,"37,877","46,468","47,540","47,532",0.00%,2.24%,20.31%
18115,Ohio County,Indiana,"5,315","5,568","6,107","5,844",-4.30%,4.72%,9.05%
18117,Orange County,Indiana,"18,409","19,301","19,838","19,489",-1.80%,0.96%,5.54%
18119,Owen County,Indiana,"17,281","21,781","21,577","20,845",-3.40%,-4.49%,17.10%
18121,Parke County,Indiana,"15,410","17,194","17,354","16,927",-2.50%,-1.58%,8.96%
18123,Perry County,Indiana,"19,107","18,887","19,338","19,102",-1.20%,1.13%,-0.03%
18125,Pike County,Indiana,"12,509","12,835","12,710","12,410",-2.40%,-3.42%,-0.80%
18127,Porter County,Indiana,"128,932","146,806","164,302","169,594",3.20%,13.44%,23.98%
18129,Posey County,Indiana,"25,968","27,078","25,910","25,540",-1.40%,-6.02%,-1.68%
18131,Pulaski County,Indiana,"12,780","13,626","13,386","12,469",-6.90%,-9.28%,-2.49%
18133,Putnam County,Indiana,"30,315","36,060","37,952","37,779",-0.50%,4.55%,19.76%
18135,Randolph County,Indiana,"27,148","27,411","26,176","24,851",-5.10%,-10.30%,-9.24%
18137,Ripley County,Indiana,"24,616","26,508","28,814","28,523",-1.00%,7.06%,13.70%
18139,Rush County,Indiana,"18,129","18,258","17,392","16,663",-4.20%,-9.57%,-8.80%
18141,St. Joseph County,Indiana,"247,052","265,567","266,925","270,771",1.40%,1.92%,8.76%
18143,Scott County,Indiana,"20,991","22,976","24,187","23,878",-1.30%,3.78%,12.09%
18145,Shelby County,Indiana,"40,307","43,380","44,396","44,593",0.40%,2.72%,9.61%
18147,Spencer County,Indiana,"19,490","20,385","20,952","20,327",-3.00%,-0.29%,4.12%
18149,Starke County,Indiana,"22,747","23,567","23,362","22,935",-1.80%,-2.76%,0.82%
18151,Steuben County,Indiana,"27,446","33,233","34,173","34,586",1.20%,3.91%,20.64%
18153,Sullivan County,Indiana,"18,993","21,736","21,475","20,690",-3.70%,-5.06%,8.20%
18155,Switzerland County,Indiana,"7,738","9,082","10,666","10,717",0.50%,15.26%,27.80%
18157,Tippecanoe County,Indiana,"130,598","148,954","172,803","193,048",11.70%,22.84%,32.35%
18159,Tipton County,Indiana,"16,119","16,601","15,936","15,128",-5.10%,-9.74%,-6.55%
18161,Union County,Indiana,"6,976","7,341","7,516","7,037",-6.40%,-4.32%,0.87%
18163,Vanderburgh County,Indiana,"165,058","171,941","179,703","180,974",0.70%,4.99%,8.79%
18165,Vermillion County,Indiana,"16,773","16,790","16,210","15,479",-4.50%,-8.47%,-8.36%
18167,Vigo County,Indiana,"106,107","105,859","107,848","107,386",-0.40%,1.42%,1.19%
18169,Wabash County,Indiana,"35,069","34,968","32,888","31,280",-4.90%,-11.79%,-12.11%
18171,Warren County,Indiana,"8,176","8,415","8,511","8,263",-2.90%,-1.84%,1.05%
18173,Warrick County,Indiana,"44,920","52,380","59,689","62,567",4.80%,16.28%,28.20%
18175,Washington County,Indiana,"23,717","27,204","28,262","27,943",-1.10%,2.64%,15.12%
18177,Wayne County,Indiana,"71,951","71,087","68,996","65,936",-4.40%,-7.81%,-9.12%
18179,Wells County,Indiana,"25,948","27,626","27,637","28,206",2.10%,2.06%,8.01%
18181,White County,Indiana,"23,265","25,264","24,643","24,133",-2.10%,-4.69%,3.60%
18183,Whitley County,Indiana,"27,651","30,617","33,290","34,074",2.40%,10.15%,18.85%
17001,Adams County,Illinois,"66,090","68,261","67,097","65,691",-2.10%,-3.91%,-0.61%
17003,Alexander County,Illinois,"10,626","9,583","8,238","6,060",-26.40%,-58.14%,-75.35%
17005,Bond County,Illinois,"14,991","17,636","17,768","16,630",-6.40%,-6.05%,9.86%
17007,Boone County,Illinois,"30,806","41,788","54,167","53,577",-1.10%,22.00%,42.50%
17009,Brown County,Illinois,"5,836","6,952","6,937","6,556",-5.50%,-6.04%,10.98%
17011,Bureau County,Illinois,"35,688","35,496","34,980","32,993",-5.70%,-7.59%,-8.17%
17013,Calhoun County,Illinois,"5,322","5,079","5,089","4,802",-5.60%,-5.77%,-10.83%
17015,Carroll County,Illinois,"16,805","16,671","15,391","14,312",-7.00%,-16.48%,-17.42%
17017,Cass County,Illinois,"13,437","13,691","13,641","12,260",-10.10%,-11.67%,-9.60%
17019,Champaign County,Illinois,"173,025","179,687","201,081","209,983",4.40%,14.43%,17.60%
17021,Christian County,Illinois,"34,418","35,380","34,793","32,661",-6.10%,-8.32%,-5.38%
17023,Clark County,Illinois,"15,921","16,995","16,335","15,596",-4.50%,-8.97%,-2.08%
17025,Clay County,Illinois,"14,460","14,417","13,815","13,253",-4.10%,-8.78%,-9.11%
17027,Clinton County,Illinois,"33,944","35,536","37,762","37,639",-0.30%,5.59%,9.82%
17029,Coles County,Illinois,"51,644","53,210","53,876","50,885",-5.60%,-4.57%,-1.49%
17031,Cook County,Illinois,"5,105,044","5,376,741","5,195,026","5,180,493",-0.30%,-3.79%,1.46%
17033,Crawford County,Illinois,"19,464","20,460","19,818","18,807",-5.10%,-8.79%,-3.49%
17035,Cumberland County,Illinois,"10,670","11,311","11,045","10,808",-2.10%,-4.65%,1.28%
17037,DeKalb County,Illinois,"77,932","88,941","105,160","104,143",-1.00%,14.60%,25.17%
17039,De Witt County,Illinois,"16,516","16,802","16,558","15,769",-4.80%,-6.55%,-4.74%
17041,Douglas County,Illinois,"19,464","19,909","19,977","19,479",-2.50%,-2.21%,0.08%
17043,DuPage County,Illinois,"781,689","904,594","916,771","928,589",1.30%,2.58%,15.82%
17045,Edgar County,Illinois,"19,595","19,643","18,576","17,360",-6.50%,-13.15%,-12.87%
17047,Edwards County,Illinois,"7,440","6,978","6,721","6,392",-4.90%,-9.17%,-16.40%
17049,Effingham County,Illinois,"31,704","34,267","34,246","34,208",-0.10%,-0.17%,7.32%
17051,Fayette County,Illinois,"20,893","21,810","22,142","21,416",-3.30%,-1.84%,2.44%
17053,Ford County,Illinois,"14,275","14,227","14,081","13,264",-5.80%,-7.26%,-7.62%
17055,Franklin County,Illinois,"40,319","39,021","39,996","38,701",-3.20%,-0.83%,-4.18%
17057,Fulton County,Illinois,"38,080","38,244","37,069","34,844",-6.00%,-9.76%,-9.29%
17059,Gallatin County,Illinois,"6,909","6,426","5,589","5,058",-9.50%,-27.05%,-36.60%
17061,Greene County,Illinois,"15,317","14,766","13,886","13,044",-6.10%,-13.20%,-17.43%
17063,Grundy County,Illinois,"32,337","37,528","50,077","50,972",1.80%,26.38%,36.56%
17065,Hamilton County,Illinois,"8,499","8,613","8,457","8,163",-3.50%,-5.51%,-4.12%
17067,Hancock County,Illinois,"21,373","20,171","19,104","17,844",-6.60%,-13.04%,-19.78%
17069,Hardin County,Illinois,"5,189","4,793","4,323","3,910",-9.60%,-22.58%,-32.71%
17071,Henderson County,Illinois,"8,096","8,176","7,328","6,709",-8.40%,-21.87%,-20.67%
17073,Henry County,Illinois,"51,159","51,032","50,485","49,090",-2.80%,-3.96%,-4.21%
17075,Iroquois County,Illinois,"30,787","31,340","29,719","27,604",-7.10%,-13.53%,-11.53%
17077,Jackson County,Illinois,"61,067","59,607","60,209","57,419",-4.60%,-3.81%,-6.35%
17079,Jasper County,Illinois,"10,609","10,113","9,701","9,611",-0.90%,-5.22%,-10.38%
17081,Jefferson County,Illinois,"37,020","40,051","38,825","37,820",-2.60%,-5.90%,2.12%
17083,Jersey County,Illinois,"20,539","21,649","22,986","21,847",-5.00%,0.91%,5.99%
17085,Jo Daviess County,Illinois,"21,821","22,296","22,681","21,366",-5.80%,-4.35%,-2.13%
17087,Johnson County,Illinois,"11,347","12,877","12,581","12,456",-1.00%,-3.38%,8.90%
17089,Kane County,Illinois,"317,471","404,508","515,378","534,216",3.70%,24.28%,40.57%
17091,Kankakee County,Illinois,"96,255","103,825","113,450","110,024",-3.00%,5.63%,12.51%
17093,Kendall County,Illinois,"39,413","54,539","114,803","127,915",11.40%,57.36%,69.19%
17095,Knox County,Illinois,"56,393","55,842","52,925","50,112",-5.30%,-11.43%,-12.53%
17097,Lake County,Illinois,"516,418","644,682","703,396","700,832",-0.40%,8.01%,26.31%
17099,LaSalle County,Illinois,"106,913","111,599","113,915","109,430",-3.90%,-1.98%,2.30%
17101,Lawrence County,Illinois,"15,972","15,449","16,903","15,765",-6.70%,2.00%,-1.31%
17103,Lee County,Illinois,"34,392","36,062","36,031","34,223",-5.00%,-5.37%,-0.49%
17105,Livingston County,Illinois,"39,301","39,734","38,948","35,761",-8.20%,-11.11%,-9.90%
17107,Logan County,Illinois,"30,798","31,199","30,305","28,925",-4.60%,-7.86%,-6.48%
17109,McDonough County,Illinois,"35,244","32,906","32,610","29,955",-8.10%,-9.85%,-17.66%
17111,McHenry County,Illinois,"183,241","259,524","308,827","308,570",-0.10%,15.89%,40.62%
17113,McLean County,Illinois,"129,180","150,384","169,577","172,828",1.90%,12.99%,25.26%
17115,Macon County,Illinois,"117,206","114,690","110,775","104,712",-5.50%,-9.53%,-11.93%
17117,Macoupin County,Illinois,"47,679","49,008","47,765","45,313",-5.10%,-8.15%,-5.22%
17119,Madison County,Illinois,"249,238","259,019","269,334","264,461",-1.80%,2.06%,5.76%
17121,Marion County,Illinois,"41,561","41,678","39,437","37,620",-4.60%,-10.79%,-10.48%
17123,Marshall County,Illinois,"12,846","13,159","12,638","11,534",-8.70%,-14.09%,-11.38%
17125,Mason County,Illinois,"16,269","16,034","14,666","13,565",-7.50%,-18.20%,-19.93%
17127,Massac County,Illinois,"14,752","15,163","15,431","14,080",-8.80%,-7.69%,-4.77%
17129,Menard County,Illinois,"11,164","12,483","12,705","12,288",-3.30%,-1.59%,9.15%
17131,Mercer County,Illinois,"17,290","16,940","16,434","15,601",-5.10%,-8.58%,-10.83%
17133,Monroe County,Illinois,"22,422","27,625","32,951","34,335",4.20%,19.54%,34.70%
17135,Montgomery County,Illinois,"30,728","30,646","30,105","28,601",-5.00%,-7.15%,-7.44%
17137,Morgan County,Illinois,"36,397","36,627","35,545","33,976",-4.40%,-7.80%,-7.13%
17139,Moultrie County,Illinois,"13,930","14,288","14,852","14,717",-0.90%,2.91%,5.35%
17141,Ogle County,Illinois,"45,957","51,001","53,497","50,923",-4.80%,-0.15%,9.75%
17143,Peoria County,Illinois,"182,827","183,466","186,496","180,621",-3.20%,-1.58%,-1.22%
17145,Perry County,Illinois,"21,412","23,091","22,346","21,174",-5.20%,-9.05%,-1.12%
17147,Piatt County,Illinois,"15,548","16,385","16,725","16,396",-2.00%,0.07%,5.17%
17149,Pike County,Illinois,"17,577","17,362","16,430","15,611",-5.00%,-11.22%,-12.59%
17151,Pope County,Illinois,"4,373","4,397","4,470","4,212",-5.80%,-4.39%,-3.82%
17153,Pulaski County,Illinois,"7,523","7,333","6,157","5,463",-11.30%,-34.23%,-37.71%
17155,Putnam County,Illinois,"5,730","6,077","6,006","5,740",-4.40%,-5.87%,0.17%
17157,Randolph County,Illinois,"34,583","33,897","33,480","32,106",-4.10%,-5.58%,-7.72%
17159,Richland County,Illinois,"16,545","16,291","16,233","15,763",-2.90%,-3.35%,-4.96%
17161,Rock Island County,Illinois,"148,723","149,390","147,546","143,477",-2.80%,-4.12%,-3.66%
17163,St. Clair County,Illinois,"262,852","256,043","270,062","261,059",-3.30%,1.92%,-0.69%
17165,Saline County,Illinois,"26,551","26,752","24,913","23,906",-4.00%,-11.90%,-11.06%
17167,Sangamon County,Illinois,"178,386","188,974","197,465","195,348",-1.10%,3.26%,8.68%
17169,Schuyler County,Illinois,"7,498","7,181","7,544","6,907",-8.40%,-3.97%,-8.56%
17171,Scott County,Illinois,"5,644","5,539","5,355","4,926",-8.00%,-12.44%,-14.58%
17173,Shelby County,Illinois,"22,261","22,884","22,359","21,741",-2.80%,-5.26%,-2.39%
17175,Stark County,Illinois,"6,534","6,330","5,992","5,427",-9.40%,-16.64%,-20.40%
17177,Stephenson County,Illinois,"48,052","48,995","47,711","44,753",-6.20%,-9.48%,-7.37%
17179,Tazewell County,Illinois,"123,692","128,465","135,392","132,328",-2.30%,2.92%,6.53%
17181,Union County,Illinois,"17,619","18,311","17,810","16,841",-5.40%,-8.73%,-4.62%
17183,Vermilion County,Illinois,"88,257","83,929","81,625","76,806",-5.90%,-9.27%,-14.91%
17185,Wabash County,Illinois,"13,111","12,932","11,947","11,549",-3.30%,-11.98%,-13.52%
17187,Warren County,Illinois,"19,181","18,736","17,710","17,032",-3.80%,-10.00%,-12.62%
17189,Washington County,Illinois,"14,965","15,150","14,716","13,995",-4.90%,-8.25%,-6.93%
17191,Wayne County,Illinois,"17,241","17,149","16,760","16,332",-2.60%,-5.00%,-5.57%
17193,White County,Illinois,"16,522","15,381","14,665","13,665",-6.80%,-12.56%,-20.91%
17195,Whiteside County,Illinois,"60,186","60,662","58,494","55,626",-4.90%,-9.05%,-8.20%
17197,Will County,Illinois,"357,313","502,211","677,560","692,310",2.20%,27.46%,48.39%
17199,Williamson County,Illinois,"57,733","61,300","66,365","67,056",1.00%,8.58%,13.90%
17201,Winnebago County,Illinois,"252,913","278,441","295,264","284,081",-3.80%,1.99%,10.97%
17203,Woodford County,Illinois,"32,653","35,491","38,664","38,463",-0.50%,7.73%,15.11%
16001,Ada County,Idaho,"205,775","300,953","392,371","469,966",19.80%,35.96%,56.21%
16003,Adams County,Idaho,"3,254","3,483","3,978","4,250",6.80%,18.05%,23.44%
16005,Bannock County,Idaho,"66,026","75,562","82,842","87,138",5.20%,13.28%,24.23%
16007,Bear Lake County,Idaho,"6,084","6,418","5,986","6,050",1.10%,-6.08%,-0.56%
16009,Benewah County,Idaho,"7,937","9,169","9,283","9,226",-0.60%,0.62%,13.97%
16011,Bingham County,Idaho,"37,583","41,737","45,605","46,236",1.40%,9.73%,18.71%
16013,Blaine County,Idaho,"13,552","18,994","21,377","22,601",5.70%,15.96%,40.04%
16015,Boise County,Idaho,"3,509","6,644","7,028","7,634",8.60%,12.97%,54.03%
16017,Bonner County,Idaho,"26,622","36,809","40,877","44,727",9.40%,17.70%,40.48%
16019,Bonneville County,Idaho,"72,207","82,545","104,294","116,854",12.00%,29.36%,38.21%
16021,Boundary County,Idaho,"8,332","9,880","10,972","11,948",8.90%,17.31%,30.26%
16023,Butte County,Idaho,"2,918","2,897","2,893","2,611",-9.70%,-10.95%,-11.76%
16025,Camas County,Idaho,727,981,"1,117","1,127",0.90%,12.95%,35.49%
16027,Canyon County,Idaho,"90,076","131,452","188,922","223,499",18.30%,41.18%,59.70%
16029,Caribou County,Idaho,"6,963","7,296","6,963","7,060",1.40%,-3.34%,1.37%
16031,Cassia County,Idaho,"19,532","21,399","22,964","23,864",3.90%,10.33%,18.15%
16033,Clark County,Idaho,762,"1,022",982,852,-13.20%,-19.95%,10.56%
16035,Clearwater County,Idaho,"8,505","8,928","8,761","8,758",0.00%,-1.94%,2.89%
16037,Custer County,Idaho,"4,133","4,340","4,366","4,280",-2.00%,-1.40%,3.43%
16039,Elmore County,Idaho,"21,205","29,116","27,040","27,259",0.80%,-6.81%,22.21%
16041,Franklin County,Idaho,"9,232","11,333","12,786","13,726",7.40%,17.43%,32.74%
16043,Fremont County,Idaho,"10,937","11,813","13,236","13,168",-0.50%,10.29%,16.94%
16045,Gem County,Idaho,"11,844","15,179","16,719","17,634",5.50%,13.92%,32.83%
16047,Gooding County,Idaho,"11,633","14,150","15,472","15,196",-1.80%,6.88%,23.45%
16049,Idaho County,Idaho,"13,768","15,506","16,267","16,513",1.50%,6.10%,16.62%
16051,Jefferson County,Idaho,"16,543","19,117","26,142","29,439",12.60%,35.06%,43.81%
16053,Jerome County,Idaho,"15,138","18,401","22,366","24,015",7.40%,23.38%,36.96%
16055,Kootenai County,Idaho,"69,795","108,682","138,466","161,505",16.60%,32.71%,56.78%
16057,Latah County,Idaho,"30,617","34,925","37,243","40,134",7.80%,12.98%,23.71%
16059,Lemhi County,Idaho,"6,899","7,798","7,936","7,961",0.30%,2.05%,13.34%
16061,Lewis County,Idaho,"3,516","3,744","3,821","3,861",1.00%,3.03%,8.94%
16063,Lincoln County,Idaho,"3,308","4,050","5,206","5,360",3.00%,24.44%,38.28%
16065,Madison County,Idaho,"23,674","27,491","37,551","39,304",4.70%,30.06%,39.77%
16067,Minidoka County,Idaho,"19,361","20,155","20,055","20,825",3.80%,3.22%,7.03%
16069,Nez Perce County,Idaho,"33,754","37,418","39,270","40,408",2.90%,7.40%,16.47%
16071,Oneida County,Idaho,"3,492","4,125","4,286","4,488",4.70%,8.09%,22.19%
16073,Owyhee County,Idaho,"8,392","10,644","11,526","11,693",1.40%,8.97%,28.23%
16075,Payette County,Idaho,"16,434","20,584","22,622","23,551",4.10%,12.60%,30.22%
16077,Power County,Idaho,"7,086","7,542","7,819","7,768",-0.70%,2.91%,8.78%
16079,Shoshone County,Idaho,"13,931","13,763","12,800","12,796",0.00%,-7.56%,-8.87%
16081,Teton County,Idaho,"3,439","6,006","10,165","11,640",14.50%,48.40%,70.46%
16083,Twin Falls County,Idaho,"53,580","64,286","77,230","86,081",11.50%,25.32%,37.76%
16085,Valley County,Idaho,"6,109","7,637","9,854","11,041",12.00%,30.83%,44.67%
16087,Washington County,Idaho,"8,550","9,983","10,198","10,161",-0.40%,1.75%,15.85%
15001,Hawaii County,Hawaii,"120,317","148,641","185,076","200,983",8.60%,26.04%,40.14%
15003,Honolulu County,Hawaii,"836,231","876,159","953,206","980,080",2.80%,10.60%,14.68%
15005,Kalawao County,Hawaii,130,147,90,88,-2.20%,-67.05%,-47.73%
15007,Kauai County,Hawaii,"51,177","58,460","67,095","72,133",7.50%,18.96%,29.05%
15009,Maui County,Hawaii,"100,374","128,090","154,840","167,207",8.00%,23.39%,39.97%
13001,Appling County,Georgia,"15,744","17,405","18,236","18,507",1.50%,5.95%,14.93%
13003,Atkinson County,Georgia,"6,213","7,611","8,382","8,297",-1.00%,8.27%,25.12%
13005,Bacon County,Georgia,"9,566","10,098","11,089","11,185",0.90%,9.72%,14.47%
13007,Baker County,Georgia,"3,615","4,047","3,451","3,092",-10.40%,-30.89%,-16.91%
13009,Baldwin County,Georgia,"39,530","44,616","45,840","44,823",-2.20%,0.46%,11.81%
13011,Banks County,Georgia,"10,308","14,425","18,375","18,988",3.30%,24.03%,45.71%
13013,Barrow County,Georgia,"29,721","46,177","69,355","80,809",16.50%,42.86%,63.22%
13015,Bartow County,Georgia,"55,915","76,062","100,128","106,408",6.30%,28.52%,47.45%
13017,Ben Hill County,Georgia,"16,245","17,498","17,637","16,787",-4.80%,-4.24%,3.23%
13019,Berrien County,Georgia,"14,153","16,210","19,291","19,252",-0.20%,15.80%,26.49%
13021,Bibb County,Georgia,"150,137","153,955","155,795","153,095",-1.70%,-0.56%,1.93%
13023,Bleckley County,Georgia,"10,430","11,666","13,063","12,838",-1.70%,9.13%,18.76%
13025,Brantley County,Georgia,"11,077","14,608","18,414","18,897",2.60%,22.70%,41.38%
13027,Brooks County,Georgia,"15,398","16,456","16,315","15,513",-4.90%,-6.08%,0.74%
13029,Bryan County,Georgia,"15,438","23,430","30,215","38,109",26.10%,38.52%,59.49%
13031,Bulloch County,Georgia,"43,125","55,961","70,246","77,296",10.00%,27.60%,44.21%
13033,Burke County,Georgia,"20,579","22,255","23,311","22,423",-3.80%,0.75%,8.22%
13035,Butts County,Georgia,"15,326","19,460","23,667","24,193",2.20%,19.56%,36.65%
13037,Calhoun County,Georgia,"5,013","6,317","6,697","6,352",-5.20%,0.55%,21.08%
13039,Camden County,Georgia,"30,167","43,658","50,512","53,677",6.30%,18.67%,43.80%
13043,Candler County,Georgia,"7,744","9,561","10,995","10,836",-1.40%,11.77%,28.53%
13045,Carroll County,Georgia,"71,422","87,302","110,580","118,121",6.80%,26.09%,39.53%
13047,Catoosa County,Georgia,"42,464","53,188","63,937","67,420",5.40%,21.11%,37.02%
13049,Charlton County,Georgia,"8,496","10,282","12,171","12,968",6.50%,20.71%,34.48%
13051,Chatham County,Georgia,"216,774","232,372","265,126","289,195",9.10%,19.65%,25.04%
13053,Chattahoochee County,Georgia,"16,934","14,895","11,267","10,684",-5.20%,-39.41%,-58.50%
13055,Chattooga County,Georgia,"22,236","25,423","26,017","24,790",-4.70%,-2.55%,10.30%
13057,Cherokee County,Georgia,"90,204","142,013","214,372","254,149",18.60%,44.12%,64.51%
13059,Clarke County,Georgia,"87,594","101,941","116,697","127,330",9.10%,19.94%,31.21%
13061,Clay County,Georgia,"3,364","3,342","3,185","2,887",-9.40%,-15.76%,-16.52%
13063,Clayton County,Georgia,"181,436","236,644","259,580","289,615",11.60%,18.29%,37.35%
